,Unnamed: 0,cmp_eff,trb_eff,pwr,V,p_min,PR,p_max,RTE,Heat_Util,E_in,E_out,Q_in,Q_out,T_out_min,Ebal,Qbal,T_h,m_dot_des,Goal
705,705,0.8,0.88,10.0,24.4481089448,2.78168668152,,31.1321328631,62.0895522388,69.3812791859,111.666666667,69.3333333333,109.400802754,75.9036763903,-87.8359553943,42.3333333333,33.4971263636,369.216831683,13.8225732852,Design
